split,img_id,image_path,question,answer,question_type,answer_type,orig_height,orig_width,pred_blip
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Is this finding easy to detect?,yes,,,1080,1350,yes
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,What type of polyp is present?,none,,,1080,1350,bottom
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,What is the size of the polyp?,none,,,1080,1350,no
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Are there any instruments in the image? Check all that are present.,none,,,1080,1350,no
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Where in the image is the anatomical landmark?,none,,,1080,1350,eye
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Have all polyps been removed?,not relevant,,,1080,1350,yes
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Where in the image is the instrument?,none,,,1080,1350,plastic
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,What color is the abnormality? If more than one separate with ;,pink; red,,,1080,1350,photoshop
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Is there a green/black box artefact?,no,,,1080,1350,2
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,How many instrumnets are in the image?,0,,,1080,1350,no
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,How many polyps are in the image?,0,,,1080,1350,yes
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,What type of procedure is the image taken from?,colonoscopy,,,1080,1350,yes
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,1080,1350,1
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,1080,1350,photoshop
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Is there text?,no,,,1080,1350,large
raw,cla820gl1s3oz071u2ixjf7yk,out/images/raw/cla820gl1s3oz071u2ixjf7yk.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,1080,1350,plastic
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,large
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,What type of polyp is present?,none,,,576,720,no
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Have all polyps been removed?,not relevant,,,576,720,no
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white; yellow,,,576,720,2
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Is there text?,yes,,,576,720,no
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Is there a green/black box artefact?,no,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Where in the image is the instrument?,none,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,How many instrumnets are in the image?,0,,,576,720,no
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,1
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Is this finding easy to detect?,yes,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Where in the image is the anatomical landmark?,none,,,576,720,no
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,How many findings are present?,1,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,yes
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,How many polyps are in the image?,0,,,576,720,cooking
raw,cla820gl1s3p3071udi3n74jf,out/images/raw/cla820gl1s3p3071udi3n74jf.jpg,What is the size of the polyp?,none,,,576,720,yes
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,What is the size of the polyp?,none,,,576,720,large
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,plastic
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,How many findings are present?,1,,,576,720,plastic
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Have all polyps been removed?,not relevant,,,576,720,yes
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,plastic
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,bottom
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,What type of polyp is present?,none,,,576,720,plastic
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,How many polyps are in the image?,0,,,576,720,pink
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Where in the image is the instrument?,none,,,576,720,large
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,1
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Is there a green/black box artefact?,no,,,576,720,1
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,1
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Where in the image is the anatomical landmark?,none,,,576,720,yes
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720,1
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,How many instrumnets are in the image?,0,,,576,720,large
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Is there text?,yes,,,576,720,1
raw,cla820gl1s3p7071u7m8c1gl7,out/images/raw/cla820gl1s3p7071u7m8c1gl7.jpg,Is this finding easy to detect?,yes,,,576,720,1
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,1
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,1
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Is there text?,yes,,,576,720,no
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Where in the image is the anatomical landmark?,none,,,576,720,no
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,1
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Is this finding easy to detect?,yes,,,576,720,upper left
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720,yes
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,What is the size of the polyp?,none,,,576,720,plastic
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Have all polyps been removed?,not relevant,,,576,720,yes
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,yes
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,How many findings are present?,1,,,576,720,plastic
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,How many instrumnets are in the image?,0,,,576,720,yes
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,yes
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,How many polyps are in the image?,0,,,576,720,yes
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Is there a green/black box artefact?,no,,,576,720,1
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,Where in the image is the instrument?,none,,,576,720,bottom
raw,cla820gl1s3pb071u45lb0snu,out/images/raw/cla820gl1s3pb071u45lb0snu.jpg,What type of polyp is present?,none,,,576,720,no
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Have all polyps been removed?,not relevant,,,576,720,orange
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Is there text?,yes,,,576,720,orange
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,no
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,How many polyps are in the image?,0,,,576,720,plastic
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,What type of polyp is present?,none,,,576,720,no
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,How many instrumnets are in the image?,0,,,576,720,yes
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,1
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,1
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,yes
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,How many findings are present?,1,,,576,720,yes
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Where in the image is the anatomical landmark?,none,,,576,720,1
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720,no
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,yes
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Is there a green/black box artefact?,no,,,576,720,no
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Is this finding easy to detect?,yes,,,576,720,plastic
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,What is the size of the polyp?,none,,,576,720,yes
raw,cla820gl1s3pf071ue7ja2fur,out/images/raw/cla820gl1s3pf071ue7ja2fur.jpg,Where in the image is the instrument?,none,,,576,720,eye
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Is there a green/black box artefact?,yes,,,576,720,yes
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,What is the size of the polyp?,none,,,576,720,1
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Is this finding easy to detect?,yes,,,576,720,plastic
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,yes
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,1
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Where in the image is the instrument?,none,,,576,720,eye
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,How many findings are present?,1,,,576,720,lower left
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Where in the image is the anatomical landmark?,none,,,576,720,no
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,plastic
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Is there text?,no,,,576,720,1
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,What type of polyp is present?,none,,,576,720,yes
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Have all polyps been removed?,not relevant,,,576,720,yes
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,How many instrumnets are in the image?,0,,,576,720,upper left
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,yes
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,lower right
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,,,576,720,plastic
raw,cla820gl1s3pj071u0wta8adz,out/images/raw/cla820gl1s3pj071u0wta8adz.jpg,How many polyps are in the image?,0,,,576,720,yes
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Is this finding easy to detect?,yes,,,576,720,eye surgery
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,What type of polyp is present?,none,,,576,720,yes
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Where in the image is the instrument?,none,,,576,720,upper right
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,,,576,720,large
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,1
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,eye surgery
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,How many findings are present?,1,,,576,720,photoshop
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Where in the image is the anatomical landmark?,none,,,576,720,orange
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Have all polyps been removed?,not relevant,,,576,720,lower right
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,yes
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Is there a green/black box artefact?,yes,,,576,720,1
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,no
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Is there text?,yes,,,576,720,eye surgery
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,How many instrumnets are in the image?,0,,,576,720,yes
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,How many polyps are in the image?,0,,,576,720,yes
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,yes
raw,cla820gl1s3pn071u6vzxgsxv,out/images/raw/cla820gl1s3pn071u6vzxgsxv.jpg,What is the size of the polyp?,none,,,576,720,no
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,plastic
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,upper left
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,What is the size of the polyp?,none,,,576,720,1
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,What type of polyp is present?,none,,,576,720,bottom
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Have all polyps been removed?,not relevant,,,576,720,bottom
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Where in the image is the anatomical landmark?,none,,,576,720,yes
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,,,576,720,plastic
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,red
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Is there a green/black box artefact?,yes,,,576,720,yes
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,How many findings are present?,1,,,576,720,1
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,How many polyps are in the image?,0,,,576,720,1
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Is this finding easy to detect?,yes,,,576,720,no
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Where in the image is the instrument?,none,,,576,720,yes
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,How many instrumnets are in the image?,0,,,576,720,1
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,1
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,yes
raw,cla820gl1s3pr071u2vi94r92,out/images/raw/cla820gl1s3pr071u2vi94r92.jpg,Is there text?,yes,,,576,720,1
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Where in the image is the instrument?,none,,,576,720,upper left
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Is this finding easy to detect?,yes,,,576,720,red
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Where in the image is the anatomical landmark?,none,,,576,720,large
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,,,576,720,no
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,What is the size of the polyp?,none,,,576,720,no
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,How many findings are present?,1,,,576,720,large
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,How many polyps are in the image?,0,,,576,720,no
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Is there text?,no,,,576,720,orange
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,What color is the abnormality? If more than one separate with ;,pink; red,,,576,720,plastic
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,yes
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,What type of polyp is present?,none,,,576,720,no
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,red
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,center
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,yes
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,How many instrumnets are in the image?,0,,,576,720,yes
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Have all polyps been removed?,not relevant,,,576,720,eye surgery
raw,cla820gl1s3pv071u6kb331te,out/images/raw/cla820gl1s3pv071u6kb331te.jpg,Is there a green/black box artefact?,yes,,,576,720,large
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Where in the image is the anatomical landmark?,none,,,576,720,1
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Is this finding easy to detect?,yes,,,576,720,orange
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,What type of polyp is present?,none,,,576,720,bottom
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,What is the size of the polyp?,none,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,How many findings are present?,1,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,How many polyps are in the image?,0,,,576,720,eye surgery
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Where in the image is the instrument?,none,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Is there a green/black box artefact?,no,,,576,720,photoshop
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,How many instrumnets are in the image?,0,,,576,720,upper left
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Is there text?,yes,,,576,720,no
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Have all polyps been removed?,not relevant,,,576,720,1
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Are there any instruments in the image? Check all that are present.,none,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720,yes
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Are there any anatomical landmarks in the image? Check all that are present.,none,,,576,720,large
raw,cla820gl1s3pz071u4zyd0ilb,out/images/raw/cla820gl1s3pz071u4zyd0ilb.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,576,720,yes
raw,cla820gl1s3q3071udvtaggoi,out/images/raw/cla820gl1s3q3071udvtaggoi.jpg,How many polyps are in the image?,0,,,576,720,pink
